chain,address,tx_total,avg_tx_per_day,avg_tx_per_block,max_tx_per_block,min_tx_per_block,std_tx_amount,tx_between_00_04,num_unique_counterparties,same_day_deposit_withdraw,most_common_amount
ETH,0xce4607da63e6609b47f319816876c4c582e77008,31,4.43,1.0,1,1,2.170214,0.2903,12,1,0.0
ETH,0x08c952bf04d4a374ea030930763dff34215c997c,196,2.84,1.0,1,1,0.136271,0.2602,66,1,0.0
ETH,0x64d9020efbe244927215e3d2ce0c2d6f20b27b73,580,15.68,1.0781,6,1,19.545202,0.1517,76,1,0.0
ETH,0x0fb9c161d925f217e534a34b6455f6125c096308,1536,9.04,1.161,11,1,14.177656,0.125,187,1,0.0
ETH,0xdbdb43e4381a4466c2d1029914c9e58e2368d741,424,2.59,1.0418,6,1,3.747187,0.1816,167,1,0.0
ETH,0xf4470f62cf0c3cb8d0d77462d18f52ca25282ba6,1251,4.7,1.0504,4,1,5.230989,0.3829,287,1,0.0
ETH,0x47f4869aa7da42a2e0b8bd3a37a21cd8a292782c,355,5.63,1.0597,4,1,72.09963,0.2986,55,1,0.0
ETH,0x64e9d928762926a9f4a77c8133908b0628d53b8c,48,4.0,1.0213,2,1,0.458718,0.3125,22,1,0.0
ETH,0xfd127b082d2702d570efb29c308698a77b013bc9,569,4.04,1.0479,3,1,26.657847,0.1494,172,1,0.0
ETH,0x9d11727df06bfe53c424443b6f5bf1c7ebce4a93,216,2.81,1.0047,2,1,0.739079,0.2083,90,1,0.0
ETH,0x6410726d11dc304f3396ec45c6d92caf7cd9f2d0,316,6.58,1.0429,3,1,104.686493,0.2437,66,1,0.0
ETH,0x090ee38080c5042b6ce147ece13a1a140432fbcc,791,3.26,1.0449,4,1,0.401808,0.2212,224,1,0.0
ETH,0xfc6b0ca4894aec7a37c61f4636e56b65307f8220,39,4.33,1.0541,2,1,0.558717,0.0769,18,1,0.0
ETH,0xfc1bb3da2d32eb4606a1baef4da771750de7a51c,372,3.26,1.042,4,1,0.964469,0.078,125,1,0.0
ETH,0x53002f9348bb096bf9eae7237be1038270181e78,151,3.51,1.0134,2,1,0.210333,0.1457,70,1,0.0
ETH,0x00d878fed72bff1def36b4fb7aa0d52fb22521b3,1143,3.21,1.026,7,1,0.332044,0.0157,282,1,0.0
ETH,0xe7a4b75f1cf09dac63062f20c4d8e7684d954319,604,3.32,1.0325,4,1,3.897005,0.1954,213,1,0.0
ETH,0x8948e76b10612d4c3360917b02edfa45b56588a9,1075,5.54,1.018,3,1,0.363038,0.254,273,1,0.0
ETH,0x947e2f877446141136887cf4799c4735c5d04ee3,180,3.27,1.1392,5,1,501.058427,0.0667,65,1,0.0
ETH,0x315a9cd7ec8bcda31433a843166b4b074b1098d5,363,5.42,1.0254,2,1,3.581583,0.0496,102,1,0.0
ETH,0x4ca1d469d6271dd1ddbe7222ee4cac24729280b2,1082,1.17,1.0074,4,1,3.05906,0.6183,23,1,0.0
ETH,0xdac73fce88b2f421ea6a73d90cc16d9c9af375a2,980,7.0,1.0746,4,1,0.777164,0.2408,182,1,0.0
ETH,0xbbe5ce5a80b27d0cb40628112c410ee6505ae6c9,495,2.31,1.0312,3,1,0.536508,0.297,136,1,0.0
ETH,0x2170329ecef6026999070d6188e5a16d2b489411,1463,7.87,1.0181,6,1,6.100321,0.0848,262,1,0.0
ETH,0x2aae69e2f552aa931d8d29f1ce424637f0c0d3eb,698,4.42,1.0788,5,1,1.278883,0.1791,144,1,0.0
ETH,0xa725e682775890f4a09923e328c287752aefcc4a,1788,3.33,1.0668,6,1,0.426692,0.0067,383,1,0.0
ETH,0x574288c34298aa1b82bb925420dc86d15bdb6ca9,773,3.14,1.0184,4,1,0.617141,0.0116,206,1,0.0
ETH,0x9cf2ef2a184d8f5f8d26f4fcb79a1d0de01a82d8,783,3.64,1.0567,9,1,1.973699,0.1162,171,1,0.0
ETH,0xc3d29e9fa634fac0218fdda432e0f05d15f59f91,513,7.89,1.0512,10,1,221.998291,0.1404,122,1,0.0
ETH,0x3ee965ae147e95aaebb7aff6e04e8090fe608157,1521,4.0,1.0461,6,1,7.166615,0.2183,386,1,0.0
ETH,0x86180c597db2edcb7d8b6ef6d2d7668893a0435c,184,4.18,1.0222,2,1,0.61388,0.0,54,1,0.0
ETH,0xa6df6b8474601dbab17e7942903087a7db4a95fc,537,5.07,1.0367,3,1,1.202072,0.0037,114,1,0.0
ETH,0x3c6ed28d1e46f98cf6b6f21853f5fd1b556f538b,1694,5.34,1.0059,2,1,15.868091,0.1635,400,1,0.0
ETH,0x2cbeb1697f84a3729b094cac28d86c59c55a1f00,1451,7.64,1.0394,6,1,14.216518,0.1344,235,1,0.0
ETH,0x53e10ed6e6fd883e3f338a674c7fb41551e400b9,1569,18.46,1.0123,3,1,18.08712,0.2148,197,1,0.0
ETH,0x77337dfe579a03a07a475870db443d65127f0769,854,3.67,1.0118,3,1,2.566418,0.0621,286,1,0.0
ETH,0xc9c9307b6ccf203ea992eb6e1c77068a348e5f34,959,2.88,1.0137,2,1,1.485269,0.1658,294,1,0.0
ETH,0x6314ec8d6bcb8ce2344eb462610ac21692a81f79,2300,6.42,1.0195,4,1,5.193286,0.2091,439,1,0.0
ETH,0x86e19d8441c37c0a37ef45b7f499a57672f68094,195,2.75,1.0209,2,1,3.375262,0.2051,45,1,0.0
ETH,0x331c4fba3aeea4d217624c50f433dce8f6bff9cc,1561,5.17,1.0351,3,1,1.9907,0.1813,329,1,0.0
ETH,0x651a40671212cdccd45a2dca5ab3112032f83d51,1364,6.06,1.0706,14,1,1.587808,0.0271,210,1,0.0
ETH,0x612cfb3fdf31a768dfc9c0f2009291deaa9e682c,247,3.98,1.0292,2,1,0.563664,0.0,63,1,0.0
ETH,0xd0f0151980de94fe77a07a05d861ad565137e488,2034,4.99,1.0495,5,1,6.519456,0.2463,423,1,0.0
ETH,0xe04a9691f79d8b4b484d31b76e26c79f80135f4d,2949,11.3,1.0551,5,1,0.995408,0.1438,483,1,0.0
ETH,0x5a9bd3e84376d2961d64e7088d0aa60cab148100,2296,5.0,1.0035,2,1,1.152552,0.0553,461,1,0.0
ETH,0xfa68b16be89c9aeae79f7ab208fab5ca28b22bb7,209,3.12,1.0195,3,1,1.277445,0.1005,71,1,0.0
ETH,0xcf5dd20b699cb8487eacbc6eb93932c00945e29e,544,3.75,1.0206,3,1,1.434551,0.1875,130,1,0.0
ETH,0xe303a0212389ca9c0ac5c872f5bd65516525102c,17,5.67,1.0625,2,1,0.099701,0.0,10,1,0.0
ETH,0x61c29b5df0b0e9b2b7b2863292555935211b7c36,274,2.28,1.0111,2,1,0.772581,0.0438,84,1,0.0
ETH,0x4eb71d22af87ecf228a856075c80c143890256e4,753,4.83,1.0176,3,1,7.752751,0.0544,274,1,0.0
ETH,0xb2e89a8f93cedcfae23304a3615a64feb0e02514,2078,4.36,1.0078,2,1,4.042986,0.191,384,1,0.0
ETH,0x7e6601a0cb2b5ae129c09661846a053ea07223fb,2756,6.14,1.1153,9,1,222.56715,0.0657,389,1,0.0
ETH,0xecfaacd495d3a63ea435c6a4b9a47efb8e63aaf6,464,5.04,1.022,4,1,35.874286,0.2155,146,1,0.0
ETH,0x4b9a6c68d94c9613b1f4aa38f6ecd7dc5a827226,66,6.6,1.0154,2,1,8.690242,0.0303,22,1,0.0
ETH,0xc49ef9850b88e5d506cc04990fac876311d143bf,386,8.58,1.1768,5,1,0.339535,0.0181,76,1,0.0
ETH,0x5d2f29aa18aef827317c48bd2b4f05fa24880038,5070,9.84,1.0582,8,1,23.227043,0.1968,891,1,0.0
ETH,0x21a7c27f41131cd9c2d1616bacb73998a8c86974,216,3.66,1.0485,2,1,6.323543,0.287,63,1,0.0
ETH,0x05c4f6dc3355a022c9cb2107711f0b26f49251a1,164,4.82,1.0581,3,1,1.322696,0.1463,47,1,0.0
ETH,0xd29979e7a3560c450dd94333215d42898e1bba72,376,4.59,1.0108,2,1,2.486759,0.1356,119,1,0.0
ETH,0x7ebda34544aa76ce0db30dcfcf5a53d92cf8f54d,23,2.3,1.0455,2,1,0.771081,0.0,11,1,0.0
ETH,0x8a5f7baade67d2740ce87de047a788441a93e801,142,10.92,1.0071,2,1,9.147942,0.2183,40,1,0.0
ETH,0xe55ad89098301540582c2f42ff700488c7ae3c57,154,3.28,1.0845,6,1,1.493185,0.1818,62,1,0.0
ETH,0xc08a003f19432322fbd7ea935282f0dff3816e0b,377,5.54,1.0301,4,1,3.656965,0.1671,90,1,0.0
ETH,0x16547e1b675d5927900920ab08fcb65e9592cc24,1200,6.94,1.0591,4,1,14.720237,0.2092,231,1,0.0
ETH,0x16224283be3f7c0245d9d259ea82ead7fcb8343d,5976,6.28,1.0296,8,1,2.798743,0.1488,775,1,0.0
ETH,0x44284e10668e31cbb6903d211d1968aadf1eda45,367,22.94,1.0138,3,1,17.894912,0.2262,42,1,0.0
ETH,0xba48024b55f446a7e4acff0f55eb10cda464c2fa,538,2.62,1.017,2,1,4.107267,0.119,161,1,0.0
ETH,0x94989159125d95979e4cfe7964d5ead9325d6352,258,4.3,1.0078,2,1,0.8612,0.0581,59,1,0.0
ETH,0xed91e1e52e1dd8f5c435694f66c1ffe3fb9ebe4b,60,2.5,1.0,1,1,0.656052,0.1667,31,1,0.0
ETH,0x163d5f0bdc61272fdfcc9507dee30172b10a14fc,40,5.0,1.0,1,1,0.0686,0.0,18,1,0.0
ETH,0x0244480cbbaf1ddca3e5d487ed4e66ba80c371fe,1315,3.89,1.0298,3,1,0.629062,0.0966,321,1,0.0
ETH,0xf509bfa8627e4ef8263992daf941f04a02c640dd,49,4.08,1.225,8,1,0.334444,0.0,28,1,0.0
ETH,0x6644394eec6782a2f4d146bb1f8896c50d7f2990,2058,5.39,1.0158,3,1,1.901517,0.1919,322,1,0.0
ETH,0x58bc55bd361adfdd5b87a0ffb09412ef5050459c,257,6.59,1.0239,3,1,248.503261,0.1089,69,1,0.0
ETH,0x95ff2a117a578204b73c08694af646a31dd1e5df,484,10.08,1.0189,3,1,17.978026,0.1343,105,1,0.0
ETH,0x68af70143172a109f414d5e935bfb8900ff7ff46,1678,6.4,1.025,4,1,79.961018,0.2002,268,1,0.0
ETH,0xf8ea31231c71b8dc0d501b0210864a2d9f8b8ee7,32,2.13,1.0,1,1,0.048309,0.1562,25,1,0.0
ETH,0x86d15436bb136f19b26bf7c38dfa7ce05c86120b,368,4.49,1.1018,5,1,9.930719,0.1658,100,1,0.0
ETH,0xde9cb6853459b41356ef6eb0a302e33b973eb97f,627,20.23,1.0097,2,1,26.641743,0.2967,84,1,0.0
ETH,0x45cf34ef1716936e3fd420e3d927efbd78a9b1bb,672,2.54,1.009,2,1,19.67929,0.006,264,1,0.0
ETH,0x180699fbf0862ffb1fa1f352814f1a2ad74fb818,482,2.72,1.0856,6,1,0.352733,0.0332,149,1,0.0
ETH,0xa92e8a358f46a604056f7e4a123b0feda50d9cbb,323,3.99,1.0625,8,1,2.112718,0.1331,70,1,0.0
ETH,0x3ffec5650357f9f0def2e503bf418fc48ce32508,2361,10.73,1.0479,16,1,79.864866,0.2368,261,1,0.0
ETH,0x9d9fa64bd35f06c9f0e9598a7df93c31d72d14ce,3320,4.59,1.0165,4,1,3.851789,0.0178,830,1,0.0
ETH,0x6bdb627491e468fa859141f29af5779ede9cea10,1783,3.25,1.113,14,1,0.645152,0.0415,237,1,0.0
ETH,0x91e50746812dbd2621d6a3ae690b6214e9cf8142,147,5.65,1.1484,5,1,13.967869,0.1701,39,1,0.0
ETH,0x07f2c2c8a8f631b10faecf69f1f8204a392fbdac,1048,4.62,1.0974,9,1,1.757103,0.1431,230,1,0.0
ETH,0x84bc60d8289e6fe4e93438b055b40368485bcebf,153,2.64,1.0479,2,1,1.780673,0.0131,59,1,0.0
ETH,0xe964ee6321aa0624d4ff8935338ca1a7ff21342c,519,7.31,1.0298,4,1,5.110781,0.027,134,1,0.0
ETH,0xd627948e0672781697979b8782ac660fdf8bb855,199,5.38,1.0815,4,1,0.446195,0.0,53,1,0.0
ETH,0x1ce1977c4381c6fa89365c62996fa7191562a28f,573,3.17,1.0437,3,1,1.530881,0.0541,120,1,0.0
ETH,0xbff70dda597b42d04d525d06a753287fffb9b932,94,2.47,1.0108,2,1,0.259333,0.0,35,1,0.0
ETH,0xfa6cb7c1b75c64f2dd4a60df47dbc84ad1b9bfc0,98,3.27,1.0769,2,1,2.029771,0.0,36,1,0.0
ETH,0x8f40d08f3c50c635a6803a46874326eaf97dde09,175,3.57,1.0355,2,1,0.214369,0.2971,38,1,0.0
ETH,0x1533a6d6515f07bce129350ec25c59a9a69ad7f9,1255,9.73,1.0856,10,1,24.306959,0.0805,176,1,0.0
ETH,0x0012e14b27fd19bffeb55c7b361299a2270f18b4,34,4.86,1.0968,3,1,1.097971,0.0,13,1,0.0
ETH,0x6505e4d871ec7a64918597047090316937f1e85e,335,4.79,1.0535,3,1,2.169137,0.009,97,1,0.0
ETH,0xd063411224b2784a4d7d8ac4f47e2b2fd54314c8,750,5.21,1.0163,3,1,3.154396,0.0107,166,1,0.0
ETH,0xd7ac4581ef4e2bb6cc3734da183b981bfd0ee2a2,2267,5.44,1.0258,3,1,1.111653,0.2069,625,1,0.0
ETH,0xaeb41d0a47e3663ed9123f1ddefa995e59554c40,91,2.46,1.0225,2,1,0.29595,0.0,35,1,0.0
ETH,0xee594ac37ecb3a438cc36fbfcf10978564d2aa69,108,4.15,1.0485,2,1,4.096664,0.0,37,1,0.0
ETH,0xc4f0303ad7c7e1e1eabacab2516921b2d90358ae,640,3.0,1.0127,3,1,1.630039,0.025,145,1,0.0
ETH,0x531516ca59544bf8ab2451a072b6fa94adf5a88c,2727,8.04,1.0826,9,1,10.082849,0.2475,546,1,0.0
ETH,0xbc99227db16f024d4c82262a35189b308983d6f6,84,4.42,1.012,2,1,155.698625,0.0952,27,1,0.0
ETH,0xbaa2f24785073d6ed013e08fd3ca32f390176343,370,2.76,1.0278,2,1,19.340572,0.0081,120,1,0.0
ETH,0xb9b97135f01a5462e5f741854435c256dd6cd3ee,1517,5.36,1.1338,14,1,4.690557,0.0092,314,1,0.0
ETH,0x22e91b096e3732c9dc343e39d78c03a21b41ec34,4055,6.46,1.0255,10,1,1.963287,0.1312,206,1,0.0
ETH,0xf2cbe833d5ac077ac5779de55e3c390ac25d035e,697,3.79,1.019,4,1,1.35562,0.2066,168,1,0.0
ETH,0xb3aa9923489bc2bfec323bf05346acd4afbc92a0,10000,16.08,1.0256,6,1,29.826985,0.2397,540,1,0.0
ETH,0x214d740e69f03607216213cf51955f1903694f3c,188,2.02,1.0682,3,1,0.293944,0.1755,63,1,0.0
ETH,0x6ff06a221742bed12e56507292a6e2f6fcffc91c,404,5.61,1.005,2,1,1.943883,0.1114,62,1,0.0
ETH,0x3240b3ca7606a05550d8cc11a0ba3a627aa527d8,71,2.63,1.0143,2,1,0.317897,0.0704,32,1,0.0
ETH,0x84004eb4a822cd38dd957f40944bd5c91660f020,1088,9.07,1.0858,5,1,19.320297,0.2463,201,1,0.0
ETH,0x10731f4dd25c91151586c4a013590bb9e66127e8,228,4.96,1.0605,4,1,12.665473,0.4342,36,1,0.0
ETH,0x48c895ee6418a78816ff69fb2bf513be582c989c,124,4.77,1.0081,2,1,9.099508,0.3387,51,1,0.0
ETH,0x3f4de32f27bd21b521a4770dee92e691b92b8825,235,1.88,1.0086,3,1,1.02998,0.1191,119,1,0.0
ETH,0x9acfdcdb64d3f1765deb193f99c5a3ebb2d60708,206,5.72,1.0785,5,1,0.431977,0.068,52,1,0.0
ETH,0xaa1917fe9f4cc187f0475349abfc70a327982fbd,1430,4.37,1.0983,9,1,1.968395,0.2853,252,1,0.0
ETH,0xae33fd48a0578f1d1c86968849371a6880731ec3,1730,7.46,1.0686,9,1,3.221644,0.1676,280,1,0.0
ETH,0xfe0242ca555d660622dc11984d51694e6e86795a,836,2.93,1.0529,3,1,0.235565,0.189,145,1,0.0
ETH,0x897ce61dc803cbdba7c8a6ff0a6defbe798a9404,221,3.81,1.0887,4,1,13.194222,0.2715,56,1,0.0
ETH,0x47f48dd86b85ffce086ede63a26e937b46630242,257,2.5,1.0239,2,1,6.119063,0.1556,102,1,0.0
ETH,0xc2023fef67a789da083d45c7aef2813d68391bc6,401,6.91,1.0525,4,1,40.337015,0.1521,125,1,0.0
ETH,0xe35cd2f8346292e604831d0284abdb9e8cbd1083,215,5.66,1.0969,11,1,7.494935,0.1721,39,1,0.0
ETH,0x0202fb82b2c2e8b6c338882eefc6751e7956686e,305,4.69,1.0269,3,1,39.526834,0.3148,74,1,0.0
ETH,0xc1e2979dd22d4e2bce327d87a09f08a4019cb926,1016,3.13,1.014,5,1,0.45424,0.1053,262,1,0.0
ETH,0x6b687187be9da1fadc9b19350c52bffd453149fd,238,3.55,1.0171,2,1,5.69367,0.395,53,1,0.0
ETH,0x166b1948124307729a7ce48c3c336a5910598435,625,5.04,1.0611,4,1,30.44284,0.2448,127,1,0.0
ETH,0x8fd506f331539fa5cf708d0162615c0e8b9d69c3,477,4.42,1.0816,3,1,2.155484,0.174,123,1,0.0
ETH,0x7d4fbe5298cb590d2fdca0ac14ac405d9aaddc9d,1769,5.41,1.0345,4,1,9.262082,0.1933,321,1,0.0
ETH,0x8c90e1b09b8e4d4acd7cb06c568db397aacd93d7,74,5.29,1.2759,5,1,0.444391,0.2297,27,1,0.0
ETH,0x62e421f15d5fa08d6de71a8a327dcae7e33f83b3,907,4.88,1.0011,2,1,8.508229,0.1974,202,1,0.0
ETH,0x3c8319dd83fa18ec1a0df2acf65277a731514d67,2138,3.51,1.0803,5,1,4.219567,0.1567,566,1,0.0
ETH,0x6f4a88ef8716c4787c99ebc25c86fcebed6e4730,95,2.97,1.0674,3,1,1.247229,0.0632,40,1,0.0
ETH,0x366704e9ba3e281bf2e5d7803cd15dce6c3ed0fa,399,5.39,1.05,7,1,15.213812,0.2832,78,1,0.0
ETH,0xddb2a36bb31e6245c7a9c6236a68cf1b652eb760,25,3.12,1.0417,2,1,0.051251,0.72,15,1,0.0
ETH,0xc2137419ebe41218607f1c5fbdb0252ad4cab596,537,4.44,1.0075,2,1,1.787553,0.3501,145,1,0.0
ETH,0xde38a377ac05d9f146fdeb6a8edbf87f953aae34,142,2.63,1.0143,2,1,0.430487,0.1408,56,1,0.0
ETH,0xf6b4ec49fb87c4d5abe2fa9332536f8cefef3ff9,311,10.03,1.0989,3,1,60.796839,0.2605,68,1,0.0
ETH,0xf5f3e45fb0f271349325e238487b5721e5b0f882,243,5.17,1.0385,3,1,4.977009,0.2058,69,1,0.0
ETH,0x5e3c66fd2375141ca6409400ec574b37a7f43cb8,868,6.11,1.1604,11,1,39.559646,0.2281,133,1,0.0
ETH,0xce9df86955db74920aac2282e428ef650d6dce12,599,8.32,1.0034,2,1,66.867239,0.1369,33,1,0.0
ETH,0x9b986070fd4856a6373742b3e4f65af6a55f7e88,53,2.94,1.2045,5,1,1.10264,0.1321,20,1,0.0
ETH,0x62272548e319279c601714602e48c07335f6ba06,288,3.24,1.036,2,1,2.52465,0.4201,99,1,0.0
ETH,0x487a3d42cef0aa8b213fccd6e8b46527c2bbb61c,236,2.59,1.0043,2,1,2.660443,0.2203,38,1,0.0
ETH,0x40e971ccca17ec241eb4d48c04e4da2afc0a0734,17,8.5,1.1333,2,1,1.776824,0.2941,9,1,0.0
ETH,0xe70141ffa5a3003268bac18eb0513c3f34142c97,337,2.59,1.0,1,1,1.303796,0.2226,73,1,0.0
ETH,0x0d0274ffcc833f0dc6950181a1134a4049c832c1,201,2.96,1.0308,2,1,1.924179,0.2687,66,1,0.0
ETH,0x251b141e0f67f9ec69c9ad21104172424d737492,280,3.08,1.037,5,1,1.391301,0.2393,92,1,0.0
ETH,0x4253d1b55f5990db77354fd3adb3ee3713e57f91,59,5.36,1.0351,2,1,22.993736,0.4407,20,1,0.0
ETH,0xfb6b647f17cc72c4b4f9812f24afd2f121af8997,152,3.53,1.0629,3,1,65.312267,0.2961,42,1,0.0
ETH,0x94074a3887d0eb31315dfc2ae8ba2b001eaba2bf,718,4.66,1.0376,5,1,4.302958,0.1964,235,1,0.0
ETH,0xc2086fcdf5e59a10b7d27d7bb37109ebb934b3fa,68,4.25,1.0968,3,1,0.959955,0.2206,27,1,0.0
ETH,0x65d1921eb213741f27c801ab51f6a48508d8a8ea,555,3.05,1.0861,6,1,11.867462,0.164,154,1,0.0
ETH,0x67a9aa84f366e22dae4e03ee8c96e4c91dc511d5,1416,4.54,1.0396,8,1,1.907726,0.1455,233,1,0.0
ETH,0x3f9438a92510778beaf2a93909a309753a8d9cc3,843,5.66,1.0231,3,1,0.490389,0.4555,194,1,0.0
ETH,0x186faa80e54687fb4793945eab99274e58e4d88c,219,2.52,1.0186,2,1,0.196325,0.274,65,1,0.0
ETH,0x25ec006c1336aa7a6b734536e8aee025758a24b1,127,2.65,1.0672,6,1,0.459047,0.3307,45,1,0.0
ETH,0x063e067d16794d11e95a16f991adb9d339d46c6c,1299,4.46,1.0125,2,1,26.426592,0.331,232,1,0.0
ETH,0x8f566f82c13ffb1bc72169ddb7beb1b19a5726ff,5871,19.77,1.0615,12,1,1.563384,0.3086,561,1,0.0
ETH,0x89ae8855743256a93a82aad56aab4a23fbf14242,1178,8.01,1.069,7,1,50.199776,0.2284,188,1,0.0
ETH,0xd7c80961f49dcf1c4a94a2f089f0316422648a93,98,3.63,1.0103,2,1,9.879973,0.102,26,1,0.0
ETH,0x30ec5fb1f91839bd9ef87df8b3aad207ba9c18e1,79,5.27,1.1127,3,1,2.769349,0.4304,28,1,0.0
ETH,0xeed44c8b68e7a0b917920023778431aadb61c797,186,8.09,1.1273,4,1,0.577547,0.4355,51,1,0.0
ETH,0xf3398d6c5fd86001034c064cb3d2ec7fb3e70426,75,6.25,1.0417,2,1,1.139484,0.3467,28,1,0.0
ETH,0x24322b6c7e22d6929e90bbd3d36817fe7ccd7055,2078,7.72,1.1172,9,1,39.832194,0.1386,266,1,0.0
ETH,0x4eeaa7af0538e4f62f19cf66130816a2c5ed374f,30,10.0,1.1111,3,1,3.045356,0.5333,14,1,0.0
ETH,0x639cec09a3ad0dedc2951adb00c43a43160273c3,1588,3.95,1.0379,6,1,35.561826,0.2198,242,1,0.0
ETH,0x607c5f94342c72065e5ef68b6f64b1bca942de27,150,5.56,1.0563,4,1,165.399519,0.12,34,1,0.0
ETH,0xf92660595bbf1c76071f262e186bd2182815c613,4303,17.93,1.1039,10,1,245.443236,0.2203,464,1,0.0
ETH,0xbe0030b71e9eded2b417f2a459c0ce24a4e8089a,1649,3.68,1.0223,3,1,26.431817,0.0794,430,1,0.0
ETH,0x612219e1fb1f484ea4ccf0c047c92ec7688c7ba6,951,2.99,1.0428,4,1,0.574992,0.143,322,1,0.0
ETH,0xab21aeaa2efddaef3e21485e104f2662894f3385,207,5.17,1.1011,4,1,22.619917,0.3333,63,1,0.0
ETH,0x209b94ee294db2cf2162054e28173aaa07893138,1459,4.37,1.0823,6,1,59.981318,0.3345,212,1,0.0
ETH,0x5b25e226e1b6baec5d6b42f9aa58fcf97f0a3ef3,346,5.16,1.0745,3,1,5.356374,0.3064,82,1,0.0
ETH,0x01f2f39f782228772e40446ef85f42cf775daa9b,314,7.85,1.0195,2,1,0.176806,0.2229,79,1,0.0
ETH,0xa7ba4c3e90b9b3b9b5d537083ee87c3e0d7d4ec0,90,2.9,1.0112,2,1,2.579314,0.3333,38,1,0.0
ETH,0x20d3731362f3fa892c0d5a0585385b2e0b304a1e,979,3.44,1.0426,6,1,8.375742,0.2319,258,1,0.0
ETH,0xa7d30f0d3f3c8eb21a5388f5f5b8531685bc68ed,3412,7.35,1.014,5,1,5.435727,0.17,565,1,0.0
ETH,0xcb28ab8ad058406712be950d117f64ac40a30eec,112,3.86,1.0566,2,1,3.655736,0.2054,32,1,0.0
ETH,0x16ae80df484a73bb2ce3cbd30d3100ce9a97fefa,1944,7.68,1.0237,5,1,6.95384,0.1692,372,1,0.0
ETH,0x5d20e6c0db887b5c3281edfce5bb7677565e2b8f,1153,2.81,1.0378,4,1,2.62046,0.229,336,1,0.0
ETH,0xc4cd8ffbc36f46d799486727f2fee67c59c9f7f7,2376,8.87,1.0335,4,1,37.432124,0.2576,323,1,0.0
ETH,0x894507f0a6834aba4ac06567a8fb45bc301bead6,296,5.1,1.0242,2,1,2.024794,0.2128,77,1,0.0
ETH,0x30fe622750e55978c9c4e6128758c2ab1bc67c7d,550,3.09,1.0397,6,1,0.810328,0.2709,147,1,0.0
ETH,0xbd1d81ed9c4ce3723c8eaafecba03294251451a3,376,8.55,1.0245,2,1,19.811962,0.2553,76,1,0.0
ETH,0x962e5477a66be128847e37f0af0f1011492b36fc,1904,5.1,1.0456,4,1,0.316862,0.2311,343,1,0.0
ETH,0xe05fd1304c1cfe19dcc6aab0767848cc4a8f54aa,741,6.07,1.0786,6,1,1165.665931,0.2645,130,1,0.0
ETH,0xc11c66423be9da034aba9137ae251541f3cd9e8b,123,12.3,1.1495,6,1,7.766246,0.2358,31,1,0.0
ETH,0xac4bd05953587836dfb12843a9951570ff403c0f,1312,5.88,1.0623,6,1,5.27359,0.2447,253,1,0.0
ETH,0x52f483973fdef11eb3fde3ebdf0478c86f22382e,947,3.91,1.0487,4,1,10.841098,0.0201,189,1,0.0
ETH,0x5603f7b6dccdd8343ff6746af2ede4675695f7e3,298,8.76,1.0102,3,1,12.170913,0.1107,63,1,0.0
ETH,0xa2daea3b12c0690abef16291bb8f312227a3b0b6,118,4.07,1.0351,3,1,0.328254,0.1864,48,1,0.0
ETH,0xb770be877068131490e4d108447ed6e9a4ae250d,350,7.14,1.0294,3,1,2.826769,0.1829,59,1,0.0
ETH,0x8a08040600ce011d63be3e63880794f97e2522e4,2740,3.95,1.0379,13,1,21.36234,0.154,668,1,0.0
ETH,0x8a823f26a35bf89d9ae1266b0a8b0c3e063cd145,174,5.12,1.0675,4,1,5.305219,0.3161,50,1,0.0
ETH,0xebcd264b0cf91a9ff957e7d4b5bd077306c5e404,92,4.18,1.1948,5,1,1.980155,0.0761,41,1,0.0
ETH,0xb1aaf5dd78044c5afa5f781b9481f06d66ec0d65,736,7.08,1.059,5,1,2.834922,0.1875,146,1,0.0
ETH,0x0e2c0c7bab3d74fd414dfa794dd8b52499d0c4cc,202,3.54,1.0466,4,1,0.967807,0.0792,52,1,0.0
ETH,0x7f248e4301f5a16b2a8289989584a509f7157845,2338,4.75,1.0935,9,1,0.741885,0.2549,620,1,0.0
ETH,0xc080e234dba2545e93872ce6e96e683a4e29046b,4573,8.17,1.1219,9,1,3.368795,0.2029,860,1,0.0
ETH,0x426ef0dac23082cb7243ccf21e7193884e200a87,1718,4.03,1.045,7,1,1.014006,0.2497,345,1,0.0
ETH,0x5bed699eacb5f208b1df7c0615f54efce5999cc2,579,6.23,1.0742,3,1,5.282236,0.2677,155,1,0.0
ETH,0x8c593b08bb85fea935b62b9bedfb994d7e3e8a5a,205,4.88,1.0049,2,1,15.390534,0.078,61,1,0.0
ETH,0x05206b3a70a7eb0b3f561ad36506bc77afcb67dc,82,4.82,1.025,2,1,2.693261,0.061,16,1,0.0
ETH,0xf923560ef6d74d310534fb45ae2226a8ea325b03,2035,4.61,1.0577,6,1,0.889477,0.1327,426,1,0.0
ETH,0xc697b16a7a2576b8df3918ec955d182b4a7c5ff8,401,8.18,1.0553,3,1,14.018992,0.2494,108,1,0.0
ETH,0x85194ffba51d0a3d9b7abcae802868f1e03f021c,849,2.8,1.018,4,1,0.199283,0.0012,302,1,0.0
ETH,0x4cf425070d8d7ca37372f32a9e998c337277d903,885,6.23,1.0498,6,1,2.300047,0.1096,164,1,0.0
ETH,0x7ffa8901be4777d9fd78f9a00d98dfcdbd833671,277,3.3,1.0532,4,1,1.755049,0.213,100,1,0.0
